"777","2000","500","अ8य 7भार","61.00.50","Other Charges","2000"
"14263","25000","25000","जोड़: नासा इसरो संb लेषी Bवारक रेडार Wमशन","","Total:NASA ISRO Synthetic Aperture Radar Mission (NISAR)","25000"
"","","","(रसोस!सैट-3एस एवं 3एस.ए.","62","Resourcesat-3S & 3SA",""
"2805","6900","5900","ेशीय या3ा 4 यय","62.00.11","Domestic Travel Expenses","7000"
"0","4000","2000","*वदेश या3ा 4यय","62.00.12","Foreign Travel Expenses","4000"
"14041","15000","15000","काया!लय 4यय","62.00.13","Office Expenses","7000"
"6800","8500","3500","अ8य 7शास9नक 4यय","62.00.20","Other Administrative Expenses","3000"
"4468","8500","8500","स:लाई और साज सामान","62.00.21","Supplies & Materials","1000"
"300","1600","1600","*व>ापन और 7चार","62.00.26","Advertising & Publicity","1000"
"6200","5500","5500","लघु 9नमा!ण काय!","62.00.27","Minor Works","5000"
"904","1300","1300","4यावसा9यक सेवाएं","62.00.28","Professional Services","1000"
"3200","13700","5200","अ8य सं*वदागत सेवाएं","62.00.30","Other Contractual Services","10000"
"4097","5000","3500","अ8य 7भार","62.00.50","Other Charges","1000"
"42815","70000","52000","जोड: (रसोस!सैट-3एस एवं 3एस.ए.","","Total:Resourcesat-3S & 3SA","40000"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) 7ौBयो(cid:23)गकC (लघु शीष!) (जार/)","00.101","Space Technology",""
"","","","ु$ य 9नयं3ण सु*वधा (एम.सी.एफ.)","63","Master Control Facility (MCF)",""
"443700","470000","464000","ेतन","63.00.01","Salaries","510000"
"40","400","0","मजदूर/","63.00.02","Wages","100"
"161","200","200","समयोप(र भNा","63.00.03","Overtime Allowance","200"
"24705","18000","18000","(cid:23)च1क0सीय उपचार","63.00.06","Medical Treatment","18000"
"4514","5000","5000","ेशीय या3ा 4 यय","63.00.11","Domestic Travel Expenses","6800"
"130","1000","500","*वदेश या3ा 4यय","63.00.12","Foreign Travel Expenses","1000"
"86061","95000","85000","काया!लय 4यय","63.00.13","Office Expenses","85000"
"3","250","0","1कराया, महसूल और कर","63.00.14","Rent, Rates & Taxes","100"
"5114","7500","6000","अ8य 7शास9नक 4यय","63.00.20","Other Administrative Expenses","6000"
"10702","20000","20000","स:लाई और साज सामान","63.00.21","Supplies & Materials","16300"
"1909","2300","2300","पी.ओ.एल.","63.00.24","POL","2300"
"1619","1100","500","*व>ापन और 7चार","63.00.26","Advertising & Publicity","500"
"42122","67500","45000","लघु 9नमा!ण काय!","63.00.27","Minor Works","40000"
"171900","166000","175000","4यावसा9यक सेवाएं","63.00.28","Professional Services","170000"
"13200","16000","20000","अ8य सं*वदागत सेवाएं","63.00.30","Other Contractual Services","20000"
"0","100","100","सामा8य अनुदान","63.00.31","Grant-in-aid - General","100"
"158","300","1300","छा3वृ*Nयां और वजीफे","63.00.34","Scholarships & Stipends","1300"
"0","100","100","अ8य 7भार - भा(रत","63.00.50","Other Charges  - Charged","100"
"9243","12000","1100","? वीकृ त","","Voted","1200"
"","","","?वPछता काय! योजना (एस.ए.पी.)","63.96","Swachhta Action Plan (SAP)",""
"3600","4000","1000","लघु 9नमा!ण काय!","63.96.27","Minor Works","1000"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) 7ौBयो(cid:23)गकC (लघु शीष!) (जार/)","00.101","Space Technology",""
"","","","ु$ य 9नयं3ण सु*वधा (एम.सी.एफ.) (जार/)","63","Master Control Facility (MCF)",""
"","","","ूचना 7ौBयो(cid:23)गकC","63.99","Information Technology",""
"1230","5000","7500","काया!लय 4यय","63.99.13","Office Expenses","5000"
"9870","8250","7500","अ8य 7भार","63.99.50","Other Charges","5000"
"829981","900000","860100","जोड़ : मु$ य 9नयं3ण सु*वधा (एम.सी.एफ.)","","Total:Master Control Facility (MCF)","890000"
"0","100","100","भा(रत","","Charged","100"
"829981","899900","860000","? वीकृ त","","Voted","889900"
"","","","भारतीय अंत(र) अनुसंधान संगठन","64","Indian Space Research Organisation Headquarters (ISRO Hq)"
"526494","557500","553000","ेतन","64.00.01","Salaries","580000"
"0","100","20","मजदूर/","64.00.02","Wages","100"
"69","200","200","समयोप(र भNा","64.00.03","Overtime Allowance","200"
"75453","65000","86000","(cid:23)च1क0सीय उपचार","64.00.06","Medical Treatment","70000"
"31498","30000","28000","ेशीय या3ा 4 यय","64.00.11","Domestic Travel Expenses","32000"
"26832","16000","35000","*वदेश या3ा 4यय","64.00.12","Foreign Travel Expenses","41400"
"148791","140000","120400","","64.00.13","Office Expenses","110000"
"20889","43000","23800","1कराया, महसूल और कर","64.00.14","Rent, Rates & Taxes","22000"
"2189","5000","10000","7काशन","64.00.16","Publications","10000"
"50295","100000","67000","अ8य 7शास9नक 4यय","64.00.20","Other Administrative Expenses","80000"
"19","380","60380","स:लाई और साज सामान","64.00.21","Supplies & Materials","400"
"3949","5000","4000","पी.ओ.एल.","64.00.24","POL","5200"
"23906","17500","20000","*व>ापन और 7चार","64.00.26","Advertising & Publicity","19000"
"190000","117500","169500","लघु 9नमा!ण काय!","64.00.27","Minor Works","120000"
"46085","50000","53400","4यावसा9यक सेवाएं","64.00.28","Professional Services","55000"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) 7ौBयो(cid:23)गकC (लघु शीष!) (जार/)","00.101","Space Technology",""
"","","","भारतीय अंत(र) अनुसंधान संगठन (जार/)","64","Indian Space Research Organisation Headquarters (ISRO Hq)",""
"124220","140000","130000","अ8य सं*वदागत सेवाएं","64.00.30","Other Contractual Services","140000"
"22363","80000","19600","सामा8य अनुदान","64.00.31","Grant-in-aid - General","20000"
"0","20","100","","64.00.32","Contributions","100"
"262","600","100","छा3वृ*Nयां और वजीफे","64.00.34","Scholarships & Stipends","200"
"0","0","0","ंजीगत प(रसंप*NयZ के  सृजन के  Wलए अनुदान","64.00.35","Grants for creation of Capital Assets","0"
"0","200","200","अ8य 7भार - भा(रत","64.00.50","Other Charges  - Charged","200"
"195216","180000","180500","? वीकृ त","","Voted","175000"
"","","","?वPछता काय! योजना (एस.ए.पी.)","64.96","Swachhta Action Plan (SAP)",""
"8724","7000","9400","लघु 9नमा!ण काय!","64.96.27","Minor Works","7000"
"","","","ूचना 7ौBयो(cid:23)गकC","64.99","Information Technology",""
"30199","10000","14700","काया!लय 4यय","64.99.13","Office Expenses","14200"
"0","15000","14900","","64.99.50","Other Charges","15000"
"1527453","1580000","1600200","जोड़: भारतीय अंत(र) अनुसंधान संगठन","","Total:Indian Space Research Organisation Headquarters (ISRO Hq)","1517000"
"0","200","200","भा(रत","","Charged","200"
"1527453","1579800","1600000","? वीकृ त","","Voted","1516800"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) 7ौBयो(cid:23)गकC (लघु शीष!) (जार/)","00.101","Space Technology",""
"","","","(रसोस!सैट-3 एवं 3ए","65","Resourcesat-3 & 3A",""
"40000","28000","28000","ेतन","65.00.01","Salaries","9500"
"1712","4100","4100","ेशीय या3ा 4 यय","65.00.11","Domestic Travel Expenses","6100"
"0","2000","1000","*वदेश या3ा 4यय","65.00.12","Foreign Travel Expenses","2000"
"6433","5700","5700","काया!लय 4यय","65.00.13","Office Expenses","5800"
"4200","5800","5800","अ8य 7शास9नक 4यय","65.00.20","Other Administrative Expenses","6000"
"6743","22000","10000","स:लाई और साज सामान","65.00.21","Supplies & Materials","1000"
"0","1000","1000","*व>ापन और 7चार","65.00.26","Advertising & Publicity","1000"
"3911","4000","4000","लघु 9नमा!ण काय!","65.00.27","Minor Works","4000"
"904","1500","1500","4यावसा9यक सेवाएं","65.00.28","Professional Services","1500"
"1000","10400","4400","अ8य सं*वदागत सेवाएं","65.00.30","Other Contractual Services","12100"
"1949","5500","3500","अ8य 7भार","65.00.50","Other Charges","1000"
"66852","90000","69000","जोड़: (रसोस!सैट-3 एवं 3ए","","Total:Resourcesat-3 & 3A","50000"
"","","","उP च *वभेदन उपSह (एच.आर.सैट.) समूह","66","High Resolution Satellite (HRSAT) Constellation",""
"115000","172000","142000","ेतन","66.00.01","Salaries","172000"
"3532","9000","9000","ेशीय या3ा 4 यय","66.00.11","Domestic Travel Expenses","10000"
"0","100","100","*वदेश या3ा 4यय","66.00.12","Foreign Travel Expenses","100"
"8472","4000","4000","काया!लय 4यय","66.00.13","Office Expenses","4000"
"3600","1900","1900","अ8य 7शास9नक 4यय","66.00.20","Other Administrative Expenses","1800"
"10943","1000","1000","स:लाई और साज सामान","66.00.21","Supplies & Materials","100"
"0","500","500","*व>ापन और 7चार","66.00.26","Advertising & Publicity","500"
"1201","500","500","लघु 9नमा!ण काय!","66.00.27","Minor Works","500"
"1405","1000","1000","4यावसा9यक सेवाएं","66.00.28","Professional Services","1000"
"1650","8000","3000","अ8य सं*वदागत सेवाएं","66.00.30","Other Contractual Services","9000"
"1979","2000","2000","अ8य 7भार","66.00.50","Other Charges","1000"
"147782","200000","165000","जोड़: उP च *वभेदन उपSह (एच.आर.सैट.) समूह","","Total:High Resolution Satellite (HRSAT) Constellation","200000"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) 7ौBयो(cid:23)गकC (लघु शीष!) (जार/)","00.101","Space Technology",""
"","","","ेमी Jायोजे9नक चरण *वकास","67","Semi Cryogenic Stage Development",""
"0","0","0","ेशीय या3ा 4 यय","67.00.11","Domestic Travel Expenses","0"
"0","0","0","काया!लय 4यय","67.00.13","Office Expenses","0"
"0","0","0","अ8य 7शास9नक 4यय","67.00.20","Other Administrative Expenses","0"
"0","290000","13300","स:लाई और साज सामान","67.00.21","Supplies & Materials","0"
"0","0","0","लघु 9नमा!ण काय!","67.00.27","Minor Works","0"
"0","0","0","4यावसा9यक सेवाएं","67.00.28","Professional Services","0"
"0","0","0","अ8य सं*वदागत सेवाएं","67.00.30","Other Contractual Services","0"
"0","0","0","अ8य 7भार","67.00.50","Other Charges","0"
"0","290000","13300","जोड़: सेमी Jायोजे9नक चरण *वकास","","Total:Semi Cryogenic Stage Development","0"
"","","","ेमी Jायोजे9नक इंजन Y ल? ट(रंग","68","Semi Cryogenic Engine Clustering",""
"0","2","0","समयोप(र भNा","68.00.03","Overtime Allowance","0"
"0","30","0","ेशीय या3ा 4 यय","68.00.11","Domestic Travel Expenses","0"
"0","10","0","*वदेश या3ा 4यय","68.00.12","Foreign Travel Expenses","0"
"0","40","0","काया!लय 4यय","68.00.13","Office Expenses","0"
"0","2","0","अ8य 7शास9नक 4यय","68.00.20","Other Administrative Expenses","0"
"0","5","0","स:लाई और साज सामान","68.00.21","Supplies & Materials","0"
"0","5","0","लघु 9नमा!ण काय!","68.00.27","Minor Works","0"
"0","2","0","4यावसा9यक सेवाएं","68.00.28","Professional Services","0"
"0","2","0","अ8य सं*वदागत सेवाएं","68.00.30","Other Contractual Services","0"
"0","2","0","अ8य 7भार","68.00.50","Other Charges","0"
"0","100","0","जोड़: सेमी Jायोजे9नक इंजन Y ल? ट(रंग","","Total:Semi Cryogenic Engine Clustering","0"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) 7ौBयो(cid:23)गकC (लघु शीष!) (जार/)","00.101","Space Technology",""
"","","","उ8 नत 7मोचन राके ट *वकास","69","Advanced Launch Vehicle Development",""
"0","2","0","समयोप(र भNा","69.00.03","Overtime Allowance","0"
"0","40","0","ेशीय या3ा 4 यय","69.00.11","Domestic Travel Expenses","0"
"0","40","0","काया!लय 4यय","69.00.13","Office Expenses","0"
"0","2","0","अ8य 7शास9नक 4यय","69.00.20","Other Administrative Expenses","0"
"0","5","0","स:लाई और साज सामान","69.00.21","Supplies & Materials","0"
"0","5","0","लघु 9नमा!ण काय!","69.00.27","Minor Works","0"
"0","2","0","4यावसा9यक सेवाएं","69.00.28","Professional Services","0"
"0","2","0","अ8य सं*वदागत सेवाएं","69.00.30","Other Contractual Services","0"
"0","2","0","अ8य 7भार","69.00.50","Other Charges","0"
"0","100","0","जोड़: उ8 नत 7मोचन राके ट *वकास","","Total:Advanced Launch Vehicle Development","0"
"","","","पी.एस.एल.वी. सात0 य प(रयोजना (चरण-6)","70","PSLV Continuation Programme (Phase-6)",""
"0","150000","150000","ेतन","70.00.01","Salaries","300000"
"0","10","10","समयोप(र भNा","70.00.03","Overtime Allowance","30"
"0","1500","1500","ेशीय या3ा 4 यय","70.00.11","Domestic Travel Expenses","20070"
"0","1000","1000","1000 काया!लय 4यय","70.00.13","Office Expenses","10000"
"0","1425","1425","1425 अ8य 7शास9नक 4यय","70.00.20","Other Administrative Expenses","10000"
"0","0","0","स:लाई और साज सामान","70.00.21","Supplies & Materials","1000"
"0","0","0","लघु 9नमा!ण काय!","70.00.27","Minor Works","1000"
"0","500","500","4यावसा9यक सेवाएं","70.00.28","Professional Services","500"
"0","0","0","0 अ8य सं*वदागत सेवाएं","70.00.30","Other Contractual Services","1000"
"0","400","400","400 अ8य 7भार","70.00.50","Other Charges","400"
"","","","ूचना 7ौBयो(cid:23)गकC","70.99","Information Technology",""
"0","165","165","165 काया!लय 4यय","70.99.13","Office Expenses","500"
"0","155000","155000","155000","","Total:PSLV Continuation Programme (Phase-6)","344500"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) 7ौBयो(cid:23)गकC (लघु शीष!) (जार/)","00.101","Space Technology",""
"","","","जी.एस.एल.वी. माक! -III सात0 य प(रयोजना (चरण-1)","71","GSLV Mk-III Continuation Prog. (Phase-1)",""
"177","4000","5000","ेशीय या3ा 4 यय","71.00.11","Domestic Travel Expenses","7000"
"0","100","0","*वदेश या3ा 4यय","71.00.12","Foreign Travel Expenses","0"
"0","7000","5000","5000 काया!लय 4यय","71.00.13","Office Expenses","10000"
"0","1000","2000","2000 अ8य 7शास9नक 4यय","71.00.20","Other Administrative Expenses","4000"
"0","4000","4000","4यावसा9यक सेवाएं","71.00.28","Professional Services","5000"
"2822","0","0","अ8य सं*वदागत सेवाएं","71.00.30","Other Contractual Services","0"
"0","3900","4000","4000 अ8य 7भार","71.00.50","Other Charges","4000"
"2999","20000","20000","20000","","Total:GSLV Mk-III Continuation Prog. (Phase-1)","30000"
"","","","पुन(cid:7)पयोगी 7मोचक राके ट क)ीय पुन:7वेश","72","Reusable Launch Vehicle Orbital Re-entry Experiment"
"0","48800","0","ेतन","72.00.01","Salaries","0"
"0","500","500","ेशीय या3ा 4 यय","72.00.11","Domestic Travel Expenses","1000"
"100","700","700","काया!लय 4यय","72.00.13","Office Expenses","0"
"0","500","0","अ8य 7शास9नक 4यय","72.00.20","Other Administrative Expenses","500"
"0","0","0","*व>ापन और 7चार","72.00.26","Advertising & Publicity","0"
"0","200","0","लघु 9नमा!ण काय!","72.00.27","Minor Works","0"
"0","300","300","4यावसा9यक सेवाएं","72.00.28","Professional Services","300"
"0","4000","1000","अ8य 7भार","72.00.50","Other Charges","700"
"100","55000","2500","जोड़: पुन(cid:7)पयोगी 7मोचक राके ट क)ीय","","Total:Reusable Launch Vehicle Orbital Re-entry Experiment","2500"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) 7ौBयो(cid:23)गकC (लघु शीष!) (जार/)","00.101","Space Technology",""
"","","","लघु उपSह 7मोचक राके ट (एस.एस.एल.वी.)","73","Small Satellite Launch Vehicle (SSLV) Development"
"50","8000","5000","स:लाई और साज सामान","73.00.21","Supplies & Materials","1100"
"0","2500","0","लघु 9नमा!ण काय!","73.00.27","Minor Works","1000"
"0","7000","0","0 अ8य सं*वदागत सेवाएं","73.00.30","Other Contractual Services","3000"
"150","2500","2000","2000 अ8य 7भार","73.00.50","Other Charges","500"
"200","20000","7000","7000","","Total:Small Satellite Launch Vehicle (SSLV) Development","5600"
"","","","यू.आर.राव उपSह क(cid:12) K (यू.आर.एस.सी.)","74","U R Rao Satellite Centre (URSC)",""
"0","3210000","3140000","ेतन","74.00.01","Salaries","3250000"
"0","100","100","मजदूर/","74.00.02","Wages","100"
"0","300","500","समयोप(र भ0 ता","74.00.03","Overtime Allowance","500"
"0","270000","257500","(cid:23)च1क0 सीय उपचार","74.00.06","Medical Treatment","257500"
"0","15000","20000","घरेलू या3ा 4 यय","74.00.11","Domestic Travel Expenses","29500"
"0","24000","18400","*वदेशी या3ा 4 यय","74.00.12","Foreign Travel Expenses","18500"
"0","300000","219000","","74.00.13","Office Expenses","200000"
"0","500","1000","1कराया, महसूल और कर","74.00.14","Rent, Rates & Taxes","1000"
"0","45000","41400","अ8 य 7शास9नक 4 यय","74.00.20","Other Administrative Expenses","35000"
"0","250000","305589","आपू9त! और साज सामान","74.00.21","Supplies & Materials","266800"
"0","15000","15000","पी.ओ.एल.","74.00.24","POL","15000"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) 7ौBयो(cid:23)गकC (लघु शीष!) (जार/)","00.101","Space Technology",""
"","","","यू.आर.राव उपSह क(cid:12) K (यू.आर.एस.सी.) (जार/)","74","U R Rao Satellite Centre (URSC)",""
"0","6000","5000","*व>ापन और 7चार","74.00.26","Advertising & Publicity","4000"
"0","290000","240000","लघु 9नमा!ण काय!","74.00.27","Minor Works","240000"
"0","352000","339546","4 यावसा9यक सेवाएं","74.00.28","Professional Services","340000"
"0","414500","500908","अ8 य सं*वदागत सेवाएं","74.00.30","Other Contractual Services","407000"
"0","75000","53800","सामा8 य अनुदान","74.00.31","Grant-in-aid - General","45000"
"0","100","100","","74.00.32","Contributions","100"
"0","6000","6100","छा3वृ*Nयां और वजीफे","74.00.34","Scholarships & Stipends","6100"
"0","1000","400","अ8य 7भार - भा(रत","74.00.50","Other Charges  - Charged","900"
"0","21000","8057","? वीकृ त","","Voted","8000"
"","","","?वPछता काय! योजना (एस.ए.पी.)","74.96","Swachhta Action Plan (SAP)",""
"0","5500","3000","लघु 9नमा!ण काय!","74.96.27","Minor Works","3000"
"","","","ूचना 7ौBयो(cid:23)गकC","74.99","Information Technology",""
"0","175000","100000","काया!लय 4 यय","74.99.13","Office Expenses","100000"
"0","24000","25000","","74.99.50","Other Charges","22000"
"0","5500000","5300400","जोड़: यू.आर.राव उपSह क(cid:12) K (यू.आर.एस.सी.)","","Total:U R Rao Satellite Centre (URSC)","5250000"
"0","1000","400","भा(रत","","Charged","900"
"0","5499000","5300000","? वीकृ त","","Voted","5249100"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) 7ौBयो(cid:23)गकC (लघु शीष!) (जार/)","00.101","Space Technology",""
"","","","-7े)ण अनुवतe उपSह
ू","75","Earth Observation Follow-on Satellites",""
"0","10","0","ेतन","75.00.01","Salaries","0"
"0","5","0","समयोप(र भNा","75.00.03","Overtime Allowance","0"
"0","50","0","ेशीय या3ा 4 यय","75.00.11","Domestic Travel Expenses","0"
"0","10","0","*वदेश या3ा 4यय","75.00.12","Foreign Travel Expenses","0"
"0","40","0","काया!लय 4यय","75.00.13","Office Expenses","0"
"0","5","0","7काशन","75.00.16","Publications","0"
"0","10","0","अ8य 7शास9नक 4यय","75.00.20","Other Administrative Expenses","0"
"0","10","0","स:लाई और साज सामान","75.00.21","Supplies & Materials","0"
"0","10","0","*व>ापन और 7चार","75.00.26","Advertising & Publicity","0"
"0","20","0","लघु 9नमा!ण काय!","75.00.27","Minor Works","0"
"0","10","0","4यावसा9यक सेवाएं","75.00.28","Professional Services","0"
"0","10","0","अ8य सं*वदागत सेवाएं","75.00.30","Other Contractual Services","0"
"0","10","0","अ8य 7भार","75.00.50","Other Charges","0"
"0","200","0","जोड़: भू-7े)ण अनुवतe उपSह","","Total:Earth Observation Follow-on Satellites","0"
"","","","जी.एस.एल.वी. सात0 य प(रयोजना (फे ज़-4)","76","GSLV Continuation Programme (Phase-4)",""
"0","0","0","ेतन","76.00.01","Salaries","20000"
"0","20","0","ेशीय या3ा 4 यय","76.00.11","Domestic Travel Expenses","10000"
"0","10","0","*वदेश या3ा 4यय","76.00.12","Foreign Travel Expenses","1000"
"0","20","0","काया!लय 4यय","76.00.13","Office Expenses","2000"
"0","10","0","स:लाई और साज सामान","76.00.21","Supplies & Materials","0"
"0","10","0","लघु 9नमा!ण काय!","76.00.27","Minor Works","0"
"0","0","0","4यावसा9यक सेवाएं","76.00.28","Professional Services","500"
"0","20","0","अ8य सं*वदागत सेवाएं","76.00.30","Other Contractual Services","0"
"0","10","0","अ8य 7भार","76.00.50","Other Charges","0"
"0","100","0","जोड़: जी.एस.एल.वी. सात0 य प(रयोजना (फे ज़-4)","","Total:GSLV Continuation Programme (Phase-4)","33500"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) 7ौBयो(cid:23)गकC (लघु शीष!) (जार/)","00.101","Space Technology",""
"","","","अंत(र) व? तु अनुवत!न एवं *वb लेषण के  Wलए","77","Network for Space Object Tracking and Analysis (NETRA)",""
"0","200","0","ेशीय या3ा 4 यय","77.00.11","Domestic Travel Expenses","200"
"0","500","0","काया!लय 4यय","77.00.13","Office Expenses","200"
"0","100","0","4 यावसा9यक सेवाएं","77.00.28","Professional Services","200"
"0","200","0","अ8य सं*वदागत सेवाएं","77.00.30","Other Contractual Services","400"
"0","1000","0","जोड़: अंत(र) व? तु अनुवत!न एवं *वb लेषण","","Total:Network for Space Object Tracking and Analysis (NETRA)","1000"
"","","","एस.एस.एल.वी के  Wलए 7मोचन पैड","78","Launch Pad for SSLV",""
"0","20","0","ेशीय या3ा 4 यय","78.00.11","Domestic Travel Expenses","0"
"0","30","0","काया!लय 4यय","78.00.13","Office Expenses","0"
"0","20","0","स:लाई और साज सामान","78.00.21","Supplies & Materials","0"
"0","10","0","लघु 9नमा!ण काय!","78.00.27","Minor Works","0"
"0","10","0","अ8य सं*वदागत सेवाएं","78.00.30","Other Contractual Services","0"
"0","10","0","अ8य 7भार","78.00.50","Other Charges","0"
"0","100","0","जोड़: एस.एस.एल.वी के  Wलए 7मोचन पैड","","Total:Launch Pad for SSLV","0"
"","","","मानव अंत(र) उड़ान क(cid:12) K (एह.एस.ऍफ़.सी)","79","Human Spaceflight Centre (HSFC)",""
"0","40000","142000","ेतन","79.00.01","Salaries","180000"
"0","200","100","मजदूर/","79.00.02","Wages","200"
"0","100","0","समयोप(र भ0 ता","79.00.03","Overtime Allowance","20"
"0","2500","1000","(cid:23)च1क0 सीय उपचार","79.00.06","Medical Treatment","2500"
"0","19000","4500","घरेलू या3ा 4 यय","79.00.11","Domestic Travel Expenses","10000"
"0","10000","5000","*वदेशी या3ा 4 यय","79.00.12","Foreign Travel Expenses","5000"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) 7ौBयो(cid:23)गकC (लघु शीष!) (जार/)","00.101","Space Technology",""
"","","","मानव अंत(र) उड़ान क(cid:12) K (एह.एस.ऍफ़.सी)(जार/)","79","Human Spaceflight Centre (HSFC)",""
"0","12100","10000","काया!लय 4 यय","79.00.13","Office Expenses","13000"
"0","100","2500","1कराया, महसूल और कर","79.00.14","Rent, Rates & Taxes","2500"
"0","500","1000","अ8 य 7शास9नक 4 यय","79.00.20","Other Administrative Expenses","1000"
"0","5000","3000","आपू9त! और साज सामान","79.00.21","Supplies & Materials","3000"
"0","300","100","पी.ओ.एल.","79.00.24","POL","100"
"0","100","2000","*व>ापन और 7चार","79.00.26","Advertising & Publicity","2000"
"0","5000","900","लघु 9नमा!ण काय!","79.00.27","Minor Works","1000"
"0","10000","1000","4 यावसा9यक सेवाएं","79.00.28","Professional Services","1200"
"0","2000","3000","अ8 य सं*वदागत सेवाएं","79.00.30","Other Contractual Services","6000"
"0","100","0","सामा8 य अनुदान","79.00.31","Grant-in-aid - General","100"
"0","100","0","अंशदान","79.00.32","Contributions","0"
"0","100","0","छा3वृ*Nयां और वजीफे","79.00.34","Scholarships & Stipends","100"
"0","0","0","अ8य 7भार - भा(रत","74.00.50","Other Charges  - Charged","100"
"0","1000","400","? वीकृ त","","Voted","400"
"","","","?वPछता काय! योजना (एस.ए.पी.)","79.96","Swachhta Action Plan (SAP)",""
"0","800","500","लघु 9नमा!ण काय!","79.96.27","Minor Works","280"
"","","","ूचना 7ौBयो(cid:23)गकC","79.99","Information Technology",""
"0","9000","5000","काया!लय 4 यय","79.99.13","Office Expenses","4000"
"0","1000","0","अ8 य 7भार","79.99.50","Other Charges","500"
"0","119000","182000","जोड़: मानव अंत(र) उड़ान क(cid:12) K (एह.एस.ऍफ़.सी)","","Total:Human Spaceflight Centre (HSFC)","233000"
"0","0","0","भा(रत","","Charged","100"
"0","119000","182000","? वीकृ त","","Voted","232900"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) 7ौBयो(cid:23)गकC (लघु शीष!) (जार/)","00.101","Space Technology",""
"","","","? कै टसैट -II","80","Scatsat - II",""
"0","0","0","ेशीय या3ा 4 यय","80.00.11","Domestic Travel Expenses","0"
"0","0","0","*वदेश या3ा 4यय","80.00.12","Foreign Travel Expenses","0"
"0","0","0","काया!लय 4यय","80.00.13","Office Expenses","0"
"0","0","0","अ8य 7शास9नक 4यय","80.00.20","Other Administrative Expenses","0"
"0","0","0","स:लाई और साज सामान","80.00.21","Supplies & Materials","0"
"0","0","0","लघु 9नमा!ण काय!","80.00.27","Minor Works","0"
"0","0","0","4यावसा9यक सेवाएं","80.00.28","Professional Services","0"
"0","0","0","अ8य सं*वदागत सेवाएं","80.00.30","Other Contractual Services","0"
"0","0","0","अ8य 7भार","80.00.50","Other Charges","0"
"0","0","0","जोड़: ? कै टसैट -II","","Total:Scatsat - II","0"
"","","","अ9त? पेY Xमी 79त]बं]ब3 (एच.वाई.एस.आइ.)","81","Hyper Spectral Imager (HySI) - II",""
"0","0","0","ेशीय या3ा 4 यय","81.00.11","Domestic Travel Expenses","0"
"0","0","0","*वदेश या3ा 4यय","81.00.12","Foreign Travel Expenses","0"
"0","0","0","काया!लय 4यय","81.00.13","Office Expenses","0"
"0","0","0","अ8य 7शास9नक 4यय","81.00.20","Other Administrative Expenses","0"
"0","0","0","स:लाई और साज सामान","81.00.21","Supplies & Materials","0"
"0","0","0","लघु 9नमा!ण काय!","81.00.27","Minor Works","0"
"0","0","0","4यावसा9यक सेवाएं","81.00.28","Professional Services","0"
"0","0","0","अ8य सं*वदागत सेवाएं","81.00.30","Other Contractual Services","0"
"0","0","0","अ8य 7भार","81.00.50","Other Charges","0"
"0","0","0","जोड़: अ9त? पेY Xमी 79त]बं]ब3 (एच.वाई.एस.आइ.)","","Total:Hyper Spectral Imager (HySI) - II","0"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) 7ौBयो(cid:23)गकC (लघु शीष!) (जार/)","00.101","Space Technology",""
"","","",")मता 9नमा!ण काय!Jम (सी.बी.पी.)","82","Capacity Building Programmes (CBP)",""
"0","0","0","ेशीय या3ा 4 यय","82.00.11","Domestic Travel Expenses","1000"
"0","0","0","7काशन","82.00.16","Publications","400"
"0","0","0","अ8य 7शास9नक 4यय","82.00.20","Other Administrative Expenses","20000"
"0","0","0","स:लाई और साज सामान","82.00.21","Supplies & Materials","12000"
"0","0","0","*व>ापन और 7चार","82.00.26","Advertising & Publicity","26000"
"0","0","0","4 यावसा9यक सेवाएं","82.00.28","Professional Services","8000"
"0","0","0","अ8य सं*वदागत सेवाएं","82.00.30","Other Contractual Services","0"
"0","0","0","सामा8य अनुदान","82.00.31","Grant-in-aid - General","2500"
