"","","","ंवेदक नीतभार *वकास /","08","Sensor Payload Development/Planetary Science Programme"
"0","5000","58000","अ8य सं*वदागत सेवाएं","08.00.30","Other Contractual Services","0"
"17980","20000","1000","सामा8य अनुदान","08.00.31","Grant-in-aid - General","20000"
"17980","25000","59000","जोड़: संवेदक नीतभार *वकास/Sह/य *व>ान काय!Jम","","Total:Sensor Payload Development/Planetary Science Programme","20000"
"","","","(र? पांड","09","RESPOND",""
"311022","580000","500000","सामा8य अनुदान","09.00.31","Grant-in-aid - General","430000"
"0","0","0","ंजीगत प(रसंप*NयZ के  सृजन के  Wलए अनुदान","09.00.35","Grants for creation of Capital Assets","50000"
"311022","580000","500000","","","Total:RESPOND","480000"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) *व>ान (लघु शीष!)","00.103","Space Sciences",""
"","","","भारतीय च8 K Wमशन - च8 Kयान-1 एवं 2","11","Indian Lunar Mission - Chandrayaan - 1 & 2",""
"75","200","200","समयोप(र भNा","11.00.03","Overtime Allowance","200"
"4643","3000","6500","ेशीय या3ा 4 यय","11.00.11","Domestic Travel Expenses","3500"
"166","5000","11500","*वदेश या3ा 4यय","11.00.12","Foreign Travel Expenses","5000"
"2299","2100","2100","काया!लय 4यय","11.00.13","Office Expenses","2100"
"400","300","23700","अ8य 7शास9नक 4यय","11.00.20","Other Administrative Expenses","1300"
"9935","100","100","स:लाई और साज सामान","11.00.21","Supplies & Materials","0"
"5411","650","3150","लघु 9नमा!ण काय!","11.00.27","Minor Works","650"
"749","250","250","4यावसा9यक सेवाएं","11.00.28","Professional Services","250"
"449378","160800","178400","अ8य सं*वदागत सेवाएं","11.00.30","Other Contractual Services","3900"
"82","600","600","अ8य 7भार","11.00.50","Other Charges","100"
"473138","173000","226500","जोड़: भारतीय च8 K Wमशन -","","Total:Indian Lunar Mission - Chandrayaan - 1 & 2","17000"
"","","","आkद0 य","14","ADITYA",""
"0","100","100","समयोप(र भNा","14.00.03","Overtime Allowance","100"
"2179","4300","4300","ेशीय या3ा 4 यय","14.00.11","Domestic Travel Expenses","4300"
"0","2000","2000","*वदेश या3ा 4यय","14.00.12","Foreign Travel Expenses","2000"
"8610","5400","5400","काया!लय 4यय","14.00.13","Office Expenses","5500"
"600","1000","1000","अ8य 7शास9नक 4यय","14.00.20","Other Administrative Expenses","1500"
"2416","2500","2500","स:लाई और साज सामान","14.00.21","Supplies & Materials","0"
"4567","1500","1500","लघु 9नमा!ण काय!","14.00.27","Minor Works","2000"
"1304","800","800","4यावसा9यक सेवाएं","14.00.28","Professional Services","800"
"0","500","500","अ8य सं*वदागत सेवाएं","14.00.30","Other Contractual Services","133300"
"99","1900","1900","अ8य 7भार","14.00.50","Other Charges","500"
"19775","20000","20000","जोड़: आkद0 य","","Total:ADITYA","150000"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) *व>ान (लघु शीष!) (जार/)","00.103","Space Sciences",""
"","","","एY स-रे Rुवणमापी उपSह (एY सपोसैट)","17","X-Ray Polarimeter Satellite (Xposat)",""
"0","300","300","समयोप(र भNा","17.00.03","Overtime Allowance","300"
"1000","2300","2300","ेशीय या3ा 4 यय","17.00.11","Domestic Travel Expenses","3300"
"0","1000","1000","*वदेश या3ा 4यय","17.00.12","Foreign Travel Expenses","1000"
"3988","3900","3900","काया!लय 4यय","17.00.13","Office Expenses","1900"
"830","1100","1100","अ8य 7शास9नक 4यय","17.00.20","Other Administrative Expenses","1100"
"0","2500","2500","स:लाई और साज सामान","17.00.21","Supplies & Materials","0"
"2740","700","700","लघु 9नमा!ण काय!","17.00.27","Minor Works","700"
"632","500","500","4यावसा9यक सेवाएं","17.00.28","Professional Services","500"
"600","4000","1500","अ8य सं*वदागत सेवाएं","17.00.30","Other Contractual Services","5000"
"50","700","700","अ8य 7भार","17.00.50","Other Charges","1200"
"9840","17000","14500","जोड़: एY स-रे Rुवणमापी उपSह (एY सपोसैट)","","Total:X-Ray Polarimeter Satellite (Xposat)","15000"
"","","","अंत(र) डॉ1कं ग पर/)ण Wमशन","18","Space Docking Experiment Mission",""
"1300","2000","2000","ेशीय या3ा 4 यय","18.00.11","Domestic Travel Expenses","2300"
"0","1000","1000","*वदेश या3ा 4यय","18.00.12","Foreign Travel Expenses","1000"
"794","1200","1200","काया!लय 4यय","18.00.13","Office Expenses","1200"
"400","1000","1000","अ8य 7शास9नक 4यय","18.00.20","Other Administrative Expenses","1000"
"0","0","0","स:लाई और साज सामान","18.00.21","Supplies & Materials","8000"
"0","0","0","लघु 9नमा!ण काय!","18.00.27","Minor Works","1200"
"402","500","500","4यावसा9यक सेवाएं","18.00.28","Professional Services","500"
"0","1500","1500","अ8य सं*वदागत सेवाएं","18.00.30","Other Contractual Services","13800"
"120","300","300","अ8य 7भार","18.00.50","Other Charges","1000"
"3016","7500","7500","जोड़: अंत(र) डॉ1कं ग पर/)ण Wमशन","","Total:Space Docking Experiment Mission","30000"
"","","","अंत(र) अनुसंधान (मु$ य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) *व>ान (लघु शीष!) (जार/)","00.103","Space Sciences",""
"","","","जलवायु एवं वायुमंडल/य काय!Jम","19","Climate & Atmospheric Programme",""
"2395","5000","1600","ेशीय या3ा 4 यय","19.00.11","Domestic Travel Expenses","7340"
"622","5500","850","काया!लय 4यय","19.00.13","Office Expenses","5200"
"5386","8000","6800","स:लाई और साज सामान","19.00.21","Supplies & Materials","20000"
"15603","16000","11500","4यावसा9यक सेवाएं","19.00.28","Professional Services","37960"
"7449","8000","12800","अ8य सं*वदागत सेवाएं","19.00.30","Other Contractual Services","2200"
"88334","140500","74200","सामा8य अनुदान","19.00.31","Grant-in-aid - General","54000"
"5977","8000","8750","छा3वृ*Nयां और वजीफे","19.00.34","Scholarships & Stipends","27500"
"3141","4000","45000","","19.00.50","Other Charges","5800"
"128907","195000","161500","जोड़: जलवायु एवं वायुमंडल/य काय!Jम","","Total:Climate & Atmospheric Programme","160000"
"","","","अंत(र) *व>ान संवध!न","20","Space Science Promotion",""
"20995","40000","33300","सामा8य अनुदान","20.00.31","Grant-in-aid - General","48000"
"20995","40000","33300","जोड़: अंत(र) *व>ान संवध!न","","Total:Space Science Promotion","48000"
"","","","ुJ Wमशन","21","Mission to Venus",""
"0","10","0","समयोप(र भNा","21.00.03","Overtime Allowance","0"
"0","50","0","ेशीय या3ा 4 यय","21.00.11","Domestic Travel Expenses","50"
"0","10","0","*वदेश या3ा 4यय","21.00.12","Foreign Travel Expenses","50"
"0","50","0","काया!लय 4यय","21.00.13","Office Expenses","0"
"0","10","0","अ8य 7शास9नक 4यय","21.00.20","Other Administrative Expenses","0"
"0","20","0","स:लाई और साज सामान","21.00.21","Supplies & Materials","0"
"0","20","0","लघु 9नमा!ण काय!","21.00.27","Minor Works","0"
"0","10","0","4यावसा9यक सेवाएं","21.00.28","Professional Services","0"
"0","10","0","अ8य सं*वदागत सेवाएं","21.00.30","Other Contractual Services","0"
"0","10","0","अ8य 7भार","21.00.50","Other Charges","0"
"0","200","0","जोड़: शुJ Wमशन","","Total:Mission to Venus","100"
"","","","अंत(र) अनुसंधान (मु$ य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) *व>ान (लघु शीष!) (जार/)","00.103","Space Sciences",""
"","","","ंगल कi)3 Wमशन - II","22","Mars Orbiter Mission - II",""
"0","10","0","समयोप(र भNा","22.00.03","Overtime Allowance","0"
"0","50","0","ेशीय या3ा 4 यय","22.00.11","Domestic Travel Expenses","0"
"0","10","0","*वदेश या3ा 4यय","22.00.12","Foreign Travel Expenses","0"
"0","50","0","काया!लय 4यय","22.00.13","Office Expenses","0"
"0","10","0","अ8य 7शास9नक 4यय","22.00.20","Other Administrative Expenses","0"
"0","20","0","स:लाई और साज सामान","22.00.21","Supplies & Materials","0"
"0","20","0","लघु 9नमा!ण काय!","22.00.27","Minor Works","0"
"0","10","0","4यावसा9यक सेवाएं","22.00.28","Professional Services","0"
"0","10","0","अ8य सं*वदागत सेवाएं","22.00.30","Other Contractual Services","0"
"0","10","0","अ8य 7भार","22.00.50","Other Charges","0"
"0","200","0","जोड़: मंगल कi)3 Wमशन - II","","Total:Mars Orbiter Mission - II","0"
"","","","ए.ट/.एम. सैट","23","AtmSat",""
"0","10","0","समयोप(र भNा","23.00.03","Overtime Allowance","0"
"0","10","0","ेशीय या3ा 4 यय","23.00.11","Domestic Travel Expenses","0"
"0","10","0","*वदेश या3ा 4यय","23.00.12","Foreign Travel Expenses","0"
"0","10","0","काया!लय 4यय","23.00.13","Office Expenses","0"
"0","10","0","अ8य 7शास9नक 4यय","23.00.20","Other Administrative Expenses","0"
"0","10","0","स:लाई और साज सामान","23.00.21","Supplies & Materials","0"
"0","10","0","लघु 9नमा!ण काय!","23.00.27","Minor Works","0"
"0","10","0","4यावसा9यक सेवाएं","23.00.28","Professional Services","0"
"0","10","0","अ8य सं*वदागत सेवाएं","23.00.30","Other Contractual Services","0"
"0","10","0","अ8य 7भार","23.00.50","Other Charges","0"
"0","100","0","जोड़: ए.ट/.एम. सैट","","Total:AtmSat","0"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","अंत(र) *व>ान (लघु शीष!) (जार/)","00.103","Space Sciences",""
"","","","बkह*व!वb व","24","ExoWorlds",""
"0","10","0","समयोप(र भNा","24.00.03","Overtime Allowance","0"
"0","60","0","ेशीय या3ा 4 यय","24.00.11","Domestic Travel Expenses","0"
"0","10","0","*वदेश या3ा 4यय","24.00.12","Foreign Travel Expenses","0"
"0","50","0","काया!लय 4यय","24.00.13","Office Expenses","0"
"0","10","0","अ8य 7शास9नक 4यय","24.00.20","Other Administrative Expenses","0"
"0","50","0","स:लाई और साज सामान","24.00.21","Supplies & Materials","0"
"0","10","0","*व>ापन और 7चार","24.00.26","Advertising & Publicity","0"
"0","10","0","लघु 9नमा!ण काय!","24.00.27","Minor Works","0"
"0","30","0","4यावसा9यक सेवाएं","24.00.28","Professional Services","0"
"0","20","0","अ8य सं*वदागत सेवाएं","24.00.30","Other Contractual Services","0"
"0","40","0","अ8य 7भार","24.00.50","Other Charges","0"
"0","300","0","जोड़: बkह*व!वb व","","Total:ExoWorlds","0"
"","","","च8 Kयान - III","25","Chandrayaan-III",""
"0","0","0","*वदेश या3ा 4यय","25.00.12","Foreign Travel Expenses","6000"
"0","0","0","काया!लय 4यय","25.00.13","Office Expenses","1000"
"0","0","0","स:लाई और साज सामान","25.00.21","Supplies & Materials","1000"
"0","0","0","अ8य सं*वदागत सेवाएं","25.00.30","Other Contractual Services","1000"
"0","0","0","अ8य 7भार","25.00.50","Other Charges","1000"
"0","0","0","जोड़: च8 Kयान - III","","Total:Chandrayaan-III","10000"
"3302222","3008300","3333300","जोड़: अंत(र) *व>ान (लघु शीष!)","","Total:Space Sciences","3035100"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","इ8 सैट उपSह 7णाल/ (लघु शीष!) (जार/)","00.105","INSAT Satellite System",""
"","","","इ8 सैट-3 उपSह","01","INSAT-3 Satellites",""
"0","0","0","ेतन","01.00.01","Salaries","0"
"0","100","0","ेशीय या3ा 4 यय","01.00.11","Domestic Travel Expenses","500"
"0","100","0","काया!लय 4यय","01.00.13","Office Expenses","100"
"0","100","0","अ8य 7शास9नक 4यय","01.00.20","Other Administrative Expenses","200"
"0","0","0","स:लाई और साज सामान","01.00.21","Supplies & Materials","900"
"0","100","0","लघु 9नमा!ण काय!","01.00.27","Minor Works","100"
"0","0","0","4यावसा9यक सेवाएं","01.00.28","Professional Services","100"
"0","3500","0","अ8य सं*वदागत सेवाएं","01.00.30","Other Contractual Services","5000"
"0","100","0","अ8य 7भार","01.00.50","Other Charges","100"
"0","4000","0","जोड़: इ8 सैट-3 उपSह","","Total:INSAT-3 Satellites","7000"
"","","","इ8 सैट-4/जीसैट उपSह","02","INSAT-4/GSAT Satellites",""
"80500","0","0","ेतन","02.00.01","Salaries","0"
"100","0","0","समयोप(र भNा","02.00.03","Overtime Allowance","0"
"4176","0","0","ेशीय या3ा 4 यय","02.00.11","Domestic Travel Expenses","0"
"10001","0","0","काया!लय 4यय","02.00.13","Office Expenses","0"
"4868","0","0","अ8य 7शास9नक 4यय","02.00.20","Other Administrative Expenses","0"
"11682","0","0","स:लाई और साज सामान","02.00.21","Supplies & Materials","0"
"689","0","0","*व>ापन और 7चार","02.00.26","Advertising & Publicity","0"
"5748","0","0","लघु 9नमा!ण काय!","02.00.27","Minor Works","0"
"5000","0","0","4यावसा9यक सेवाएं","02.00.28","Professional Services","0"
"61436","0","0","अ8य सं*वदागत सेवाएं","02.00.30","Other Contractual Services","0"
"52","0","0","अ8य 7भार","02.00.50","Other Charges","0"
"184252","0","0","जोड़: इ8 सैट-4/जीसैट उपSह","","Total:INSAT-4/GSAT Satellites","0"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","इ8 सैट उपSह 7णाल/ (लघु शीष!) (जार/)","00.105","INSAT Satellite System",""
"","","","इ8 सैट/जीसैट 7ेषानुकरZ को पlटे पर देने के  Wलए","03","Service Charges for Leasing INSAT/GSAT Transponders",""
"1267890","1000000","956800","4यावसा9यक सेवाएं","03.00.28","Professional Services","1200000"
"1267890","1000000","956800","जोड़: इ8 सैट/जीसैट 7ेषानुकरZ को पlटे पर देने के","","Total:Service Charges for Leasing INSAT/GSAT Transponders","1200000"
"","","","जीसैट-17 उपSह","07","GSAT-17 Satellite",""
"0","0","0","ेतन","07.00.01","Salaries","0"
"4700","0","0","ेशीय या3ा 4 यय","07.00.11","Domestic Travel Expenses","0"
"9967","0","0","*वदेश या3ा 4यय","07.00.12","Foreign Travel Expenses","0"
"24816","0","0","काया!लय 4यय","07.00.13","Office Expenses","0"
"4150","0","0","अ8य 7शास9नक 4यय","07.00.20","Other Administrative Expenses","0"
"10913","0","0","स:लाई और साज सामान","07.00.21","Supplies & Materials","0"
"689","0","0","*व>ापन और 7चार","07.00.26","Advertising & Publicity","0"
"10000","0","0","लघु 9नमा!ण काय!","07.00.27","Minor Works","0"
"10000","0","0","4यावसा9यक सेवाएं","07.00.28","Professional Services","0"
"9101","0","0","अ8य सं*वदागत सेवाएं","07.00.30","Other Contractual Services","0"
"634","0","0","अ8य 7भार","07.00.50","Other Charges","0"
"84970","0","0","जोड़: जीसैट-17 उपSह","","Total:GSAT-17 Satellite","0"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","इ8 सैट उपSह 7णाल/ (लघु शीष!) (जार/","00.105","INSAT Satellite System",""
"","","","जीसैट-20 उपSह","12","GSAT-20 Satellite",""
"80000","291500","241500","ेतन","12.00.01","Salaries","85000"
"0","500","0","समयोप(र भNा","12.00.03","Overtime Allowance","0"
"2627","10000","0","ेशीय या3ा 4 यय","12.00.11","Domestic Travel Expenses","15000"
"0","100","0","*वदेश या3ा 4यय","12.00.12","Foreign Travel Expenses","100"
"7172","15000","0","काया!लय 4यय","12.00.13","Office Expenses","50"
"3272","20900","0","अ8य 7शास9नक 4यय","12.00.20","Other Administrative Expenses","50"
"155","30000","23800","स:लाई और साज सामान","12.00.21","Supplies & Materials","0"
"0","0","0","*व>ापन और 7चार","12.00.26","Advertising & Publicity","0"
"0","10000","0","लघु 9नमा!ण काय!","12.00.27","Minor Works","0"
"567","8000","0","4यावसा9यक सेवाएं","12.00.28","Professional Services","0"
"0","10000","18898","अ8य सं*वदागत सेवाएं","12.00.30","Other Contractual Services","9800"
"0","4000","37802","","12.00.50","Other Charges","0"
"93793","400000","322000","जोड़: जीसैट-20 उपSह","","Total:GSAT-20 Satellite","110000"
"","","","जीसैट-30/31 संचार अंत(र)यान – 7मोचन सेवाएं","13","GSAT-30/31Communication Spacecrafts - Launch Services",""
"22890","75000","75000","*वदेश या3ा 4यय","13.00.12","Foreign Travel Expenses","45000"
"0","50000","28625","","13.00.50","Other Charges","5000"
"22890","125000","103625","जोड़: जीसैट-30/31 संचार अंत(र)यान – 7मोचन","","Total:GSAT-30/31Communication Spacecrafts - Launch Services","50000"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","इ8 सैट उपSह 7णाल/ (लघु शीष!) (जार/)","00.105","INSAT Satellite System",""
"","","","उ8 नत संचार उपSह","16","Advanced Communication Satellite (GSAT-11) including launch services"
"5000","0","0","ेतन","16.00.01","Salaries","0"
"484","100","100","ेशीय या3ा 4 यय","16.00.11","Domestic Travel Expenses","0"
"26002","10000","10000","*वदेश या3ा 4यय","16.00.12","Foreign Travel Expenses","0"
"2852","200","0","काया!लय 4यय","16.00.13","Office Expenses","0"
"2648","100","0","अ8य 7शास9नक 4यय","16.00.20","Other Administrative Expenses","0"
"635","100","0","स:लाई और साज सामान","16.00.21","Supplies & Materials","0"
"689","0","0","*व>ापन और 7चार","16.00.26","Advertising & Publicity","0"
"2078","200","0","लघु 9नमा!ण काय!","16.00.27","Minor Works","0"
"3398","200","0","4यावसा9यक सेवाएं","16.00.28","Professional Services","0"
"13035","500","0","अ8य सं*वदागत सेवाएं","16.00.30","Other Contractual Services","0"
"121","50200","42425","","16.00.50","Other Charges","0"
"56942","61600","52525","जोड़: उ8 नत संचार उपSह (जीसैट-11)","","Total:Advanced Communication Satellite (GSAT-11) including launch services","0"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","इ8 सैट उपSह 7णाल/ (लघु शीष!) (जार/)","00.105","INSAT Satellite System",""
"","","","जीसैट-21 उपSह","17","GSAT-21 Satellite",""
"0","20","0","ेतन","17.00.01","Salaries","0"
"0","5","0","समयोप(र भNा","17.00.03","Overtime Allowance","0"
"0","15","0","ेशीय या3ा 4 यय","17.00.11","Domestic Travel Expenses","0"
"0","5","0","*वदेश या3ा 4यय","17.00.12","Foreign Travel Expenses","0"
"0","15","0","काया!लय 4यय","17.00.13","Office Expenses","0"
"0","5","0","अ8य 7शास9नक 4यय","17.00.20","Other Administrative Expenses","0"
"0","5","0","स:लाई और साज सामान","17.00.21","Supplies & Materials","0"
"0","5","0","*व>ापन और 7चार","17.00.26","Advertising & Publicity","0"
"0","5","0","लघु 9नमा!ण काय!","17.00.27","Minor Works","0"
"0","10","0","4यावसा9यक सेवाएं","17.00.28","Professional Services","0"
"0","5","0","अ8य सं*वदागत सेवाएं","17.00.30","Other Contractual Services","0"
"0","5","0","अ8य 7भार","17.00.50","Other Charges","0"
"0","100","0","जोड़: जीसैट-21 उपSह","","Total:GSAT-21 Satellite","0"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","इ8 सैट उपSह 7णाल/ (लघु शीष!) (जार/","00.105","INSAT Satellite System",""
"","","","जीसैट-22/23/24 उपSह","18","GSAT-22/23/24 Satellites",""
"118000","250000","200000","ेतन","18.00.01","Salaries","300000"
"0","100","0","समयोप(र भNा","18.00.03","Overtime Allowance","100"
"1150","10000","0","ेशीय या3ा 4 यय","18.00.11","Domestic Travel Expenses","30000"
"0","1000","1000","*वदेश या3ा 4यय","18.00.12","Foreign Travel Expenses","1000"
"7499","5000","0","काया!लय 4यय","18.00.13","Office Expenses","100"
"10000","5500","0","अ8य 7शास9नक 4यय","18.00.20","Other Administrative Expenses","100"
"0","4400","5000","स:लाई और साज सामान","18.00.21","Supplies & Materials","0"
"0","0","0","*व>ापन और 7चार","18.00.26","Advertising & Publicity","0"
"1797","1000","0","लघु 9नमा!ण काय!","18.00.27","Minor Works","0"
"63","2000","0","4यावसा9यक सेवाएं","18.00.28","Professional Services","0"
"4009","3000","13702","अ8य सं*वदागत सेवाएं","18.00.30","Other Contractual Services","38200"
"50","1000","30298","","18.00.50","Other Charges","500"
"142568","283000","250000","जोड़: जीसैट-22/23/24 उपSह","","Total:GSAT-22/23/24 Satellites","370000"
"","","","भार/ pेणी उपSहZ कC खर/द","19","Procurement of Heavier Class Satellite",""
"0","60","0","*वदेश या3ा 4यय","19.00.12","Foreign Travel Expenses","0"
"0","10","0","स:लाई और साज सामान","19.00.21","Supplies & Materials","0"
"0","10","0","लघु 9नमा!ण काय!","19.00.27","Minor Works","0"
"0","20","0","अ8य 7भार","19.00.50","Other Charges","0"
"0","100","0","जोड़: भार/ pेणी उपSहZ कC खर/द","","Total:Procurement of Heavier Class Satellite","0"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","इ8 सैट उपSह 7णाल/ (लघु शीष!) (जार/)","00.105","INSAT Satellite System",""
"","","","जीसैट-25 एवं 28 उपSह","20","GSAT-25 & 28 Satellites",""
"0","10","0","ेतन","20.00.01","Salaries","0"
"0","5","0","समयोप(र भNा","20.00.03","Overtime Allowance","0"
"0","10","0","ेशीय या3ा 4 यय","20.00.11","Domestic Travel Expenses","0"
"0","10","0","*वदेश या3ा 4यय","20.00.12","Foreign Travel Expenses","0"
"0","10","0","काया!लय 4यय","20.00.13","Office Expenses","0"
"0","5","0","अ8य 7शास9नक 4यय","20.00.20","Other Administrative Expenses","0"
"0","10","0","स:लाई और साज सामान","20.00.21","Supplies & Materials","0"
"0","5","0","*व>ापन और 7चार","20.00.26","Advertising & Publicity","0"
"0","10","0","लघु 9नमा!ण काय!","20.00.27","Minor Works","0"
"0","10","0","4यावसा9यक सेवाएं","20.00.28","Professional Services","0"
"0","10","0","अ8य सं*वदागत सेवाएं","20.00.30","Other Contractual Services","0"
"0","5","0","अ8य 7भार","20.00.50","Other Charges","0"
"0","100","0","जोड़: जीसैट-25 एवं 28 उपSह","","Total:GSAT-25 & 28 Satellites","0"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","इ8 सैट उपSह 7णाल/ (लघु शीष!) (जार/","00.105","INSAT Satellite System",""
"","","","जीसैट-26 एवं 27 उपSह","21","GSAT-26 & 27 Satellites",""
"0","10","0","ेतन","21.00.01","Salaries","0"
"0","5","0","समयोप(र भNा","21.00.03","Overtime Allowance","0"
"0","10","0","ेशीय या3ा 4 यय","21.00.11","Domestic Travel Expenses","0"
"0","10","0","*वदेश या3ा 4यय","21.00.12","Foreign Travel Expenses","0"
"0","10","0","काया!लय 4यय","21.00.13","Office Expenses","0"
"0","5","0","अ8य 7शास9नक 4यय","21.00.20","Other Administrative Expenses","0"
"0","10","0","स:लाई और साज सामान","21.00.21","Supplies & Materials","0"
"0","5","0","*व>ापन और 7चार","21.00.26","Advertising & Publicity","0"
"0","10","0","लघु 9नमा!ण काय!","21.00.27","Minor Works","0"
"0","10","0","4यावसा9यक सेवाएं","21.00.28","Professional Services","0"
"0","10","0","अ8य सं*वदागत सेवाएं","21.00.30","Other Contractual Services","0"
"0","5","0","अ8य 7भार","21.00.50","Other Charges","0"
"0","100","0","जोड़: जीसैट-26 एवं 27 उपSह","","Total:GSAT-26 & 27 Satellites","0"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","इ8 सैट उपSह 7णाल/ (लघु शीष!) (जार/","00.105","INSAT Satellite System",""
"","","","जीसैट-29 उपSह","22","GSAT-29 Satellite",""
"165000","40000","25000","ेतन","22.00.01","Salaries","4000"
"100","200","0","समयोप(र भNा","22.00.03","Overtime Allowance","0"
"6542","5000","0","ेशीय या3ा 4 यय","22.00.11","Domestic Travel Expenses","5000"
"0","200","0","*वदेश या3ा 4यय","22.00.12","Foreign Travel Expenses","0"
"23126","8000","0","काया!लय 4यय","22.00.13","Office Expenses","0"
"14432","8000","0","अ8य 7शास9नक 4यय","22.00.20","Other Administrative Expenses","0"
"34668","1500","150","स:लाई और साज सामान","22.00.21","Supplies & Materials","0"
"9020","2500","0","लघु 9नमा!ण काय!","22.00.27","Minor Works","0"
"10501","4000","0","4यावसा9यक सेवाएं","22.00.28","Professional Services","0"
"48647","5300","35800","अ8य सं*वदागत सेवाएं","22.00.30","Other Contractual Services","1000"
"5150","4300","32000","","22.00.50","Other Charges","0"
"317186","79000","92950","जोड़: जीसैट-29 उपSह","","Total:GSAT-29 Satellite","10000"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","इ8 सैट उपSह 7णाल/ (लघु शीष!) (जार/)","00.105","INSAT Satellite System",""
"","","","जीसैट-30/31/32 उपSह","23","GSAT 30/31/32 Satellites",""
"170000","371500","300000","ेतन","23.00.01","Salaries","326500"
"0","500","0","समयोप(र भNा","23.00.03","Overtime Allowance","0"
"5195","10000","0","ेशीय या3ा 4 यय","23.00.11","Domestic Travel Expenses","20000"
"17","0","1000","*वदेश या3ा 4यय","23.00.12","Foreign Travel Expenses","21000"
"12022","11000","0","काया!लय 4यय","23.00.13","Office Expenses","0"
"7664","7500","0","अ8य 7शास9नक 4यय","23.00.20","Other Administrative Expenses","0"
"12309","17000","31793","स:लाई और साज सामान","23.00.21","Supplies & Materials","10"
"3820","5000","0","लघु 9नमा!ण काय!","23.00.27","Minor Works","0"
"24","13000","0","4यावसा9यक सेवाएं","23.00.28","Professional Services","0"
"6947","13500","30161","अ8य सं*वदागत सेवाएं","23.00.30","Other Contractual Services","32480"
"3589","1000","37046","","23.00.50","Other Charges","10"
"221587","450000","400000","जोड़: जीसैट-30/31/32 उपSह","","Total:GSAT 30/31/32 Satellites","400000"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","इ8 सैट उपSह 7णाल/ (लघु शीष!) (जार/)","00.105","INSAT Satellite System",""
"","","","भारतीय आंकड़ा सt 7ेषण उपSह pृ","26","Indian Data Relay Satellite Series (IDRSS)"
"0","100","20000","ेतन","26.00.01","Salaries","221000"
"0","10","0","मजदूर/","26.00.02","Wages","0"
"0","10","0","समयोप(र भNा","26.00.03","Overtime Allowance","1000"
"0","200","0","ेशीय या3ा 4 यय","26.00.11","Domestic Travel Expenses","43500"
"0","100","200","*वदेश या3ा 4यय","26.00.12","Foreign Travel Expenses","15000"
"0","200","0","काया!लय 4यय","26.00.13","Office Expenses","27800"
"0","50","0","अ8य 7शास9नक 4यय","26.00.20","Other Administrative Expenses","20000"
"0","100","3400","स:लाई और साज सामान","26.00.21","Supplies & Materials","100"
"0","10","0","*व>ापन और 7चार","26.00.26","Advertising & Publicity","500"
"0","60","0","लघु 9नमा!ण काय!","26.00.27","Minor Works","30000"
"0","100","0","4यावसा9यक सेवाएं","26.00.28","Professional Services","25000"
"0","50","5000"," अ8य सं*वदागत सेवाएं","26.00.30","Other Contractual Services","66000"
"0","10","10000","अ8य 7भार","26.00.50","Other Charges","100"
"0","1000","38600","जोड़: भारतीय आंकड़ा सt 7ेषण उपSह pृ","","Total:Indian Data Relay Satellite Series (IDRSS)","450000"
"","","","अंत(र) अनुसंधान (मु$य शीष!) (जार/)","3402","Space Research",""
"","","","इ8 सैट उपSह 7णाल/ (लघु शीष!) (जार/","00.105","INSAT Satellite System"
"","","","","27","GSAT Future Missions including Launch Services/GSAT 12R",""
"0","20","90000","ेतन","27.00.01","Salaries","45000"
"0","5","0","समयोप(र भNा","27.00.03","Overtime Allowance","0"
"0","10","0","ेशीय या3ा 4 यय","27.00.11","Domestic Travel Expenses","8800"
"0","10","1000","*वदेश या3ा 4यय","27.00.12","Foreign Travel Expenses","1000"
"0","10","0","काया!लय 4यय","27.00.13","Office Expenses","4000"
"0","5","0","अ8य 7शास9नक 4यय","27.00.20","Other Administrative Expenses","4000"
"0","10","35500","स:लाई और साज सामान","27.00.21","Supplies & Materials","100"
"0","5","0","*व>ापन और 7चार","27.00.26","Advertising & Publicity","500"
"0","5","0","लघु 9नमा!ण काय!","27.00.27","Minor Works","1500"
